NCT Number,Title,Status,Study Results,Interventions,Gender,Age,URL
NCT00016055,Biological Therapy and Temozolomide in Treating Patients With Metastatic Melanoma,Unknown status,No Results Available,Biological: lymphokine-activated killer cells|Drug: temozolomide,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00016055
NCT00045149,Biological Therapy in Treating Patients With Metastatic Melanoma,Completed,No Results Available,Biological: aldesleukin|Biological: therapeutic tumor infiltrating lymphocytes,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00045149
NCT00623402,Combined Treatment of Sorafenib and Pegylated Interferon α2b in Stage IV Metastatic Melanoma,Completed,No Results Available,Drug: Sorafenib|Drug: pegylated interferon α-2b,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00623402
NCT00077532,Monoclonal Antibody With or Without gp100 Peptides Plus Montanide ISA-51 in Treating Patients With Stage IV Melanoma,Completed,No Results Available,Biological: gp100 antigen|Biological: incomplete Freund's adjuvant|Biological: ipilimumab,All,"16 Years and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00077532
NCT00053781,Perifosine in Treating Patients With Metastatic or Recurrent Malignant Melanoma,Completed,No Results Available,Drug: perifosine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00053781
NCT00706238,MAGE-A3 Antigen-Specific Cancer Immunotherapeutic in Patients With Progressive Metastatic Cutaneous Melanoma,Terminated,No Results Available,Biological: GSK Biologicals' Recombinant MAGE-A3 Antigen-Specific Cancer Immunotherapeutic (ASCI) GSK1203486A,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00706238
NCT00278122,Paclitaxel and GM-CSF in Treating Patients With Stage III or Stage IV Melanoma That Cannot Be Removed By Surgery,Suspended,No Results Available,Biological: sargramostim|Drug: paclitaxel,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00278122
NCT02775851,Pembrolizumab in Treating Patients With Desmoplastic Melanoma That Can or Cannot Be Removed by Surgery,Recruiting,No Results Available,Other: Laboratory Biomarker Analysis|Biological: Pembrolizumab|Procedure: Therapeutic Conventional Surgery,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02775851
NCT00003274,Vaccine Therapy in Treating Patients With Stage II Melanoma That Can Be Removed by Surgery,Completed,No Results Available,Biological: gp100 antigen|Biological: incomplete Freund's adjuvant|Biological: sargramostim|Biological: tyrosinase peptide,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00003274
NCT00002786,Biological Therapy in Treating Patients With Metastatic Melanoma,Completed,No Results Available,Biological: aldesleukin|Biological: therapeutic tumor infiltrating lymphocytes,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00002786
NCT01515189,Phase 3 Trial in Subjects With Metastatic Melanoma Comparing 3 mg/kg Ipilimumab Versus 10 mg/kg Ipilimumab,Completed,Has Results,Biological: Ipilimumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01515189
NCT00002763,High-Dose or Low-Dose Interferon Alfa Compared With No Further Therapy Following Surgery in Treating Patients With Stage III Melanoma,Unknown status,No Results Available,Biological: recombinant interferon alfa,All,"16 Years to 75 Years   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00002763
NCT00096382,"Cyclophosphamide, Fludarabine, and Total-Body Irradiation Followed By Cellular Adoptive Immunotherapy, Autologous Stem Cell Transplantation, and Interleukin-2 in Treating Patients With Metastatic Melanoma",Completed,Has Results,Biological: aldesleukin|Biological: filgrastim|Biological: therapeutic tumor infiltrating lymphocytes|Drug: cyclophosphamide|Drug: fludarabine phosphate|Radiation: radiation therapy,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00096382
NCT03136783,New Tumor Models in Three Dimensions and in a Human Skin Environment for Personalized Melanoma Therapy,Recruiting,No Results Available,Other: Development of the most specific physiologically relevant experimental patient models,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03136783
NCT00012064,Vaccine Therapy in Treating Patients With Stage IV or Recurrent Melanoma,Completed,No Results Available,Biological: therapeutic autologous dendritic cells,All,"16 Years and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00012064
NCT03161431,SX-682 Treatment in Subjects With Metastatic Melanoma Concurrently Treated With Pembrolizumab,Recruiting,No Results Available,Drug: SX-682|Biological: Pembrolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03161431
NCT02740920,Assessment of Response to Pembrolizumab in Metastatic Melanoma: Computed Tomography (CT) Texture Analysis as a Predictive Biomarker,Recruiting,No Results Available,Drug: Pembrolizumab|Procedure: CT Scan,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02740920
NCT00160992,Adoptive Cell Transfer Combined With Peptide Vaccination in Transiently Immunosuppressed Melanoma Patients,Suspended,No Results Available,Biological: Melan-A analog peptide,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00160992
NCT00019994,Vaccine Therapy in Treating Patients With Metastatic Melanoma,Completed,No Results Available,Biological: MART-1 antigen|Biological: aldesleukin|Biological: gp100 antigen|Biological: incomplete Freund's adjuvant,All,"16 Years and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00019994
NCT00017316,Thalidomide and SU5416 in Treating Patients With Metastatic Melanoma,Completed,No Results Available,Drug: semaxanib|Drug: thalidomide,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00017316
NCT00019175,Vaccine Therapy With or Without Interleukin-2 in Treating Patients With Recurrent Metastatic Melanoma,Completed,No Results Available,Biological: aldesleukin|Biological: fowlpox virus vaccine vector|Biological: gp100 antigen,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00019175
NCT00036816,Vaccine Therapy in Treating Patients With Melanoma of the Eye,Terminated,No Results Available,Biological: MART-1 antigen|Biological: NA17-A antigen|Biological: gp100 antigen|Biological: tyrosinase peptide,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00036816
NCT00462423,"Abraxane and Avastin as Therapy for Patients With Malignant Melanoma, a Phase II Study",Completed,Has Results,Drug: Avastin|Drug: Abraxane,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00462423
NCT00086489,"CP-675,206 In Patients With Advanced Melanoma",Completed,No Results Available,"Drug: CP-675,206",All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00086489
NCT00571116,Disulfiram Plus Arsenic Trioxide In Patients With Metastatic Melanoma and at Least One Prior Systemic Therapy,Terminated,No Results Available,Drug: Disulfiram|Drug: Arsenic trioxide,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00571116
NCT00019214,Vaccine Therapy With or Without Interleukin-2 in Treating Patients With Metastatic Melanoma,Completed,No Results Available,Biological: MART-1 antigen|Biological: aldesleukin|Biological: gp100 antigen,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00019214
NCT00006249,Interferon Alfa Following Surgery in Treating Patients With Stage III Melanoma,Unknown status,No Results Available,Biological: pegylated interferon alfa|Procedure: adjuvant therapy,All,"18 Years to 70 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00006249
NCT01264874,MelaViD: A Trial on Vitamin D Supplementation for Resected Stage II Melanoma Patients,Terminated,No Results Available,Drug: Vitamin D3 ( Colecalciferol)|Other: placebo,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01264874
NCT00085488,Vaccine Therapy in Treating Patients With Stage III or Stage IV Melanoma,Completed,No Results Available,Biological: autologous tumor cell vaccine|Biological: therapeutic autologous dendritic cells,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00085488
NCT00054535,Vaccine Therapy and Interleukin-2 in Treating Patients With Metastatic Melanoma,Completed,No Results Available,Biological: aldesleukin|Biological: recombinant fowlpox-tyrosinase vaccine|Biological: vaccinia-tyrosinase vaccine,All,"16 Years and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00054535
NCT01253096,Intratumoral Application of L19IL2 in Patients With Malignant Melanoma,Completed,No Results Available,Drug: Intratumoral injections of L19IL2,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01253096
NCT00470015,"Vaccine Therapy and GM-CSF With or Without Low-Dose Aldesleukin in Treating Patients With Stage II, Stage III, or Stage IV Melanoma","Active, not recruiting",No Results Available,Biological: MART-1 antigen|Biological: IL-2|Biological: gp100 antigen|Biological: GM-CSF|Biological: MART-1a peptide,All,"18 Years to 120 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00470015
NCT00308607,"Bevacizumab, Dacarbazine and Interferon-Alfa to Treat Metastatic Melanoma",Completed,No Results Available,Drug: Bevacizumab (Avastin)|Drug: dacarbazine|Drug: interferon-alfa-2a (Roferon-A),All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00308607
NCT00591734,RAD001 Plus Bevacizumab in Metastatic Melanoma,Completed,Has Results,Drug: Bevacizumab|Drug: Everolimus,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00591734
NCT01032122,Rituximab in Metastatic Melanoma,Terminated,No Results Available,Drug: rituximab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01032122
NCT02678572,Percutaneous Hepatic Perfusion in Patients With Hepatic-dominant Ocular Melanoma,Recruiting,No Results Available,Combination Product: Melphalan/HDS,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02678572
NCT00019487,Vaccine Therapy With or Without Interleukin-2 in Treating Patients With Metastatic Melanoma,Completed,No Results Available,Biological: aldesleukin|Biological: gp209-2M antigen|Biological: incomplete Freund's adjuvant,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00019487
NCT01659151,Vemurafenib With Lymphodepletion Plus Adoptive Cell Transfer & High Dose IL-2 Metastatic Melanoma,"Active, not recruiting",No Results Available,Drug: High Dose Interleukin-2 (IL-2)|Procedure: ACT with TIL Infusion|Drug: Vemurafenib|Drug: Lymphodepletion,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01659151
NCT00079144,"Lymphocyte-Depleting Nonmyeloablative Preparative Chemotherapy Followed By Autologous Lymphocyte Infusion, Peptide Vaccine Plus Montanide ISA-51, and Interleukin-2 in Treating Patients With Metastatic Melanoma",Completed,No Results Available,Biological: NY-ESO-1 peptide vaccine|Biological: aldesleukin|Biological: filgrastim|Biological: incomplete Freund's adjuvant|Biological: therapeutic autologous lymphocytes|Drug: cyclophosphamide|Drug: fludarabine phosphate,All,"16 Years and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00079144
NCT00107159,Vaccine Therapy in Treating Patients With Unresected Stage III or Stage IV Melanoma,Completed,No Results Available,Biological: autologous dendritic cell-allogeneic melanoma tumor cell lysate vaccine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00107159
NCT00847106,Augmentation of Dendritic Cell-Based Vaccines in Melanoma Patients by Depletion of Regulatory T Cells in Stage IV Melanoma Patients,Completed,No Results Available,Drug: Daclizumab|Biological: Dendritic cells,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00847106
NCT00937625,T-cell Based Immunotherapy for of Melanoma,Completed,No Results Available,"Biological: cyclophosphamide, fludarabine, T-cells, Interleukin-2",All,"18 Years to 70 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00937625
NCT00003641,High-Dose Interferon Alfa in Treating Patients With Stage II or Stage III Melanoma,Terminated,Has Results,Biological: interferon alfa-2b|Other: observation,All,"18 Years and older   (Adult, Older Adult)",
NCT00003568,Vaccine Therapy With High-Dose Interleukin-2 in Treating Patients With Metastatic Melanoma,Completed,No Results Available,Biological: aldesleukin|Biological: gp100 antigen|Biological: incomplete Freund's adjuvant,All,"16 Years and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00003568
NCT00019669,Vaccine Therapy With or Without Interleukin-2 in Treating Patients With Metastatic Melanoma,Completed,No Results Available,Biological: aldesleukin|Biological: fowlpox virus vaccine vector|Biological: gp100 antigen,All,"16 Years and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00019669
NCT01676779,mRNA Electroporated Autologous Dendritic Cells for Stage III/IV Melanoma,Completed,No Results Available,Biological: Dendritic cell therapy,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01676779
NCT00525031,Temozolomide Alone or With Pegylated Interferon-Alpha 2b (PGI) in Melanoma Patients,Completed,Has Results,Drug: Temozolomide (TMZ)|Drug: Pegylated Interferon Alpha-2b (PGI),All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00525031
NCT00928902,"Trial for the Evaluation of the Effect of Systemic Low-dose Interleukin-2 (IL-2) on the Immunogenicity of a Vaccine Comprising Synthetic Melanoma Peptides Administered With Granulocyte-macrophage Colony-stimulating Factor (GM-CSF)-In-Adjuvant, in Patients With High Risk Melanoma",Completed,No Results Available,Drug: low-dose IL-2|Biological: melanoma vaccine,All,"18 Years to 85 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00928902
NCT01474551,Vemurafenib (R05185426) in Poor Performance Status Patients With Unresectable Locally Advanced or Metastatic Melanoma Harboring a V600E/K Mutation,Terminated,Has Results,Drug: vemurafenib,All,"19 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01474551
NCT00004022,Biological Therapy Following Surgery in Treating Patients With Stage III or Stage IV Melanoma,Completed,No Results Available,Biological: aldesleukin|Biological: autologous tumor cell vaccine|Biological: muromonab-CD3|Biological: therapeutic autologous lymphocytes|Procedure: surgical procedure,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00004022
NCT02828345,Bio-marker Analysis Using Circulating Tumor Cells in Patients With Melanoma,Recruiting,No Results Available,Other: Specimen Collection,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02828345
